,word_guesses,first_pass,solution_words,solution
623,Arcadia;retti,M Arcadia M A retti,Marca;di;amaretti,Marca di amaretti
624,tre;nodi;ante,tre nodi S T ante,Treno;distante,Treno distante
625,ava;pia;tiara,L ava pia T tiara BI,Lavapiatti;arabi,Lavapiatti arabi
626,su;remo;est,su BI remo L est IE,Subire;molestie,Subire molestie
627,si;mi;re;re;do,E si mi O re V E re N do,Esimio;reverendo,Esimio reverendo
628,ali;Eva;ante,UN ali EV Eva R I ante,Una;lieve;variante,Una lieve variante
629,assi;ara;nato,T assi ST ara PI nato,Tassista;rapinato,Tassista rapinato
630,toga;otto,AT toga LE otto,Atto;galeotto,Atto galeotto
631,verme;ora;di;Cipro;onde,A verme SS ora di Cipro F onde,Aver;messo;radici;profonde,Aver messo radici profonde
632,ora;Lodi;pollo,ora C O Lodi A pollo,Oracolo;di;Apollo,Oracolo di Apollo
633,prati;arpe;neon;est,prati C arpe R SO neon est E,Praticar;persone;oneste,Praticar persone oneste
634,elmi;colo,B elmi RA colo,Bel;miracolo,Bel miracolo
635,fili;picador;ore,fili P picador A T ore,Filippica;d;oratore,Filippica d'oratore
636,fa;nomi;coli,fa N nomi R A coli,Fanno;miracoli,Fanno miracoli
637,costa;re;sci,AC costa re LU sci O,Accostare;l;uscio,Accostare l'uscio
638,lente;su;sta,VA lente su RFI sta,Valente;surfista,Valente surfista
639,arnie;testa;capo;agente,F arnie N testa N capo COL agente,Far;niente;stanca;poco;la;gente,Far niente stanca poco la gente
640,per;auto;pista,O per auto pista,Opera;utopista,Opera utopista
641,re;la;re;re;do;re,C re A la MO re PU re do L O re,Crea;l;amore;pure;dolore,Crea l'amore pure dolore
642,con;etti;osti,con C etti osti CI,Concetti;ostici,Concetti ostici
643,bar;arca;erme,bar RI C arca S erme,Barricar;caserme,Barricar caserme
644,re;tomo;bilia,re D DI tomo bilia RE,Reddito;mobiliare,Reddito mobiliare
645,mici;zie;re;oli,A mici zie D U re V oli,Amicizie;durevoli,Amicizie durevoli
646,lo;sciame;rana,F lo sciame MB rana,Floscia;membrana,Floscia membrana
647,zio;neo;rosa,NA zio neo P E rosa,Nazione;operosa,Nazione operosa
648,irco;retto,AG irco R retto,Agir;corretto,Agir corretto
649,raggio;di,OLT raggio di OSI,Oltraggi;odiosi,Oltraggi odiosi
650,Ra;maglie;Po;tate,Ra maglie Po tate,Ramaglie;potate,Ramaglie potate
651,seria;stele;visi,I seria L stele visi VI,I;serials;televisivi,I serials televisivi
652,va;in;nato,va SO in C RI nato,Vaso;incrinato,Vaso incrinato
653,servi;teda;lira,E S servi N teda L lira,Esser;vinte;dall;ira,Esser vinte dall'ira
654,pan;madia;coli,pan O RA madia S coli,Panorama;di;Ascoli,Panorama di Ascoli
655,re;casa;ria,F re S casa NG ria,Fresca;sangria,Fresca sangria
656,ibis;nido;nidi,ibis O G nido G nidi,I;bisogni;d;ogni;dì,I bisogni d'ogni dì
657,pia;rada;nubi,pia N U rada nubi AN A,Pianura;danubiana,Pianura danubiana
658,Ra;epa;zana,G Ra ND epa N zana,Grande;panzana,Grande panzana
659,treno;le;persiane,treno V E L le persiane,Tre;novelle;persiane,Tre novelle persiane
660,colle;cima;tini,colle R I cima RI tini,Collerici;maritini,Collerici maritini
661,fa;volo;scope,fa volo SA scope RTA,Favolosa;scoperta,Favolosa scoperta
662,re;pitone;lastra,ST re pitone L lastra DA,Strepito;nella;strada,Strepito nella strada
663,va;va;espressi,E va SI va espressi ON E,Evasiva;espressione,Evasiva espressione
664,est;ari;ante,SI est ari P O S ante,Siesta;riposante,Siesta riposante
665,alare;leve;est;oli;aria,SC alare leve R est I NS oli T aria,Scalare;l;Everest;in;solitaria,Scalare l'Everest in solitaria
666,ritto;reo;Eros,SC ritto reo P Eros O,Scrittore;operoso,Scrittore operoso
667,conte;ore;pie,conte N IT ore pie NO,Contenitore;pieno,Contenitore pieno
668,Ciad;est;ari,FO Ciad est U ari O,Foci;ad;estuario,Foci ad estuario
669,in;gotto;dio,L in gotto dio RO,Lingotto;di;oro,Lingotto di oro
670,tre;nodi;toro;tori,tre nodi R E T toro MA tori N O,Treno;diretto;Roma;Torino,Treno diretto Roma-Torino
671,pia;gerla;dita;duna;re,pia N gerla PE R dita duna M O re,Pianger;la;perdita;d;un;amore,Pianger la perdita d'un amore
672,vini;epa;cola,O vini CH epa S cola NO,Ovini;che;pascolano,Ovini che pascolano
673,ali;Giacomo,V ali Giacomo DA,Valigia;comoda,Valigia comoda
674,nani;letto;pino,U nani MA letto AL pino,Un;animaletto;alpino,Un animaletto alpino
675,rio;ara;azza,CU rio S ara G azza,Curiosa;ragazza,Curiosa ragazza
676,mesti;chef;Lippi,D O mesti chef I Lippi NE,Domestiche;filippine,Domestiche filippine
677,botte;est;ori,botte G H est ori CHE,Botteghe;storiche,Botteghe storiche
678,asso;lesine,B asso PO lesine,Basso;polesine,Basso polesine
679,Ra;pero;avi;ava,O Ra pero R A L avi T ava,Ora;per;ora;la;vita;va,Ora per ora la vita va
680,stan;chine,stan chine G U S,Stanchi;negus,Stanchi negus
681,viole;tomo,viole N tomo RBO,Violento;morbo,Violento morbo
682,lente;gale,VA lente L E gale,Valente;legale,Valente legale
683,est;teca;di;si,est A teca L di S si MA,Estate;caldissima,Estate caldissima
684,capi;radice;re,capi TA radice M B re,Capitar;a;dicembre,Capitar a dicembre
685,re;sci;soma;teso,INC re sci O soma L IN teso,Increscioso;malinteso,Increscioso malinteso
686,pane;sega,JA pane sega ME,Japanese;game;gioco;giapponese,Japanese game (gioco giapponese)
687,ring;rade;orma,ring HI E rade F orma TA,Ringhiera;deformata,Ringhiera deformata
688,re;arpe,re C arpe N A,Recar;pena,Recar pena
689,prete;denti;moro,prete N denti A moro SI,Pretendenti;amorosi,Pretendenti amorosi
690,avo;lama;erma,T avo lama L F erma,Tavola;malferma,Tavola malferma
691,ripe;rime;ali,M U ripe rime T R ali,Muri;perimetrali,Muri perimetrali
692,ami;come,ami come S T O,Amico;mesto,Amico mesto
693,agli;odi;assi;razione,T agli AND odi assi C U razione,Tagliando;di;assicurazione,Tagliando di assicurazione
694,erede;chilo,OP erede S chilo,Opere;d;Eschilo,Opere d'Eschilo
695,nero;bus,PIN nero bus TE,Pinne;robuste,Pinne robuste
696,nari;posta;su;dente,U nari S posta su A dente,Una;risposta;suadente,Una risposta suadente
697,pila;Roma;more,pila ST Roma R more O,Pilastro;marmoreo,Pilastro marmoreo
698,porta;rete;bilia;tacchi,SOP porta rete R RI bilia T tacchi,Sopportare;terribili;attacchi,Sopportare terribili attacchi
699,re;madia;asso,C re madia N AN asso,Crema;di;ananasso,Crema di ananasso
700,rigati;ori;medi,S B rigati V ori medi O,Sbrigativo;rimedio,Sbrigativo rimedio
701,pira;rea;dio,AS pira rea LP O dio,Aspirare;al;podio,Aspirare al podio
702,posa;tela;retto,RI posa N tela VO retto,Riposante;lavoretto,Riposante lavoretto
703,Omar;edile;ieri,Omar Z edile V R ieri,Omare;di;levrieri,Omare di levrieri
704,remi;remo;agente,P remi A remo LT agente,Premiare;molta;gente,Premiare molta gente
705,ellissi;oste;dardo,B ellissi M oste N dardo,Bellissimo;stendardo,Bellissimo stendardo
706,al;treno;van;serie,al treno van T A serie,Altre;novanta;serie,Altre novanta serie
707,Ra;ovino;re;Giano,Ra R ovino T re V I Giano,Raro;vino;trevigiano,Raro vino trevigiano
708,lista;zar;pinta,lista N zar E S pinta,L;istanza;respinta,L'istanza respinta
709,di;mora;rea;braccia,di mora rea braccia N O,Dimorare;a;Bracciano,Dimorare a Bracciano
710,arto;nero;lato,C arto nero TO lato,Cartone;rotolato,Cartone rotolato
711,agli;latte;raggio,SB agli AR latte R raggio,Sbagliar;l;atterraggio,Sbagliar l'atterraggio
712,avo;tesi;agli;amo;pera;erme;dita;Po,avo L tesi S B agli amo L TO pera V erme dita T O Po CO,A;volte;si;sbaglia;molto;per;aver;meditato;poco,A volte si sbaglia molto per aver meditato poco
713,alti;letto,F alti GO letto,Falti;g;oletto,Falti g oletto
714,sola;tomo;gas,CON sola tomo NE gas CO,Consolato;monegasco,Consolato monegasco
715,more;farina;re;agente,LA more farina S CE re L agente,L;amore;fa;rinascere;la;gente,L'amore fa rinascere la gente
716,re;lame;tina;ali,re G O lame N tina V ali,Regolamenti;navali,Regolamenti navali
717,pappa;si;ante,L pappa S si O N ante,LP;appassionante,LP appassionante
718,cori;oca;ione,cori A C E oca MP ione,Coriaceo;campione,Coriaceo campione
719,accetta;bilie;orsi,IN accetta bilie ST orsi O NI,Inaccettabili;estorsioni,Inaccettabili estorsioni
720,api;medi;ile,G api RR I medi A B ile,Gap;irrimediabile,Gap irrimediabile
721,medi;eco;erme,I M medi AT eco N F erme,Immediate;conferme,Immediate conferme
722,ara;azza;di;Po;ile,UN ara G azza di S Po N IB ile,Una;ragazza;disponibile,Una ragazza disponibile
723,orto;fiasco;retta,orto G RA fiasco R retta,Ortografia;scorretta,Ortografia scorretta
724,rudere;termos;covi,rudere PO R termos covi T A,Rude;reporter;moscovita,Rude reporter moscovita
725,picco;esca;Tell,picco L esca PPA Tell E,Piccole;scappatelle,Piccole scappatelle
726,mina;erica;tori,mina CC erica TTA tori E,Minacce;ricattatorie,Minacce ricattatorie
727,Ares;Era;Ebe;fiche,D Ares Era T Ebe N E fiche,Dare;serate;benefiche,Dare serate benefiche
728,azze;conta;agente,PI azze conta NT agente,Piazze;con;tanta;gente,Piazze con tanta gente
729,ricamo;dente,RUB ricamo R dente,Rubrica;mordente,Rubrica mordente
730,larve;somari;ontani,VO larve R somari L ontani,Volar;verso;mar;ilontani,Volar verso mar ilontani
731,per;sonar;asta;con;usa,per sonar I M asta con T usa,Persona;rimasta;contusa,Persona rimasta contusa
732,nodo;duna;la,A nodo duna P I la,Anodo;d;una;pila,Anodo d'una pila
733,tori;cova,S tori cova T E,Storico;vate,Storico vate
734,lacci;di;ori;datario,lacci di O S ori T A R datario,L;accidioso;ritardatario,L'accidioso ritardatario
735,gli;armi;gli;ori,V A gli armi gli ori E,Vagliar;migliorie,Vagliar migliorie
736,ambi;redi;ari,C ambi A redi N ari,Cambiare;dinari,Cambiare dinari
737,campana;Riad;esca,AL campana Riad AN T esca,Alcampana;riadante,Alcampana riadante
738,anta;perla;rada,C anta RE perla ST rada,Cantare;per;la;strada,Cantare per la strada
739,oca;Ra;ape;Lot,GI oca Ra L L ape Lot A,Giocar;alla;pelota,Giocar alla pelota
740,anca;topi;Tell,M anca topi AT Tell O,Mancato;piattello,Mancato piattello
741,bacca;oca;tane,TA bacca I oca tane S E,Tabaccaio;catanese,Tabaccaio catanese
742,adultera,BAN adultera,Banadul;tera,Banadul tera
743,mini;Era;dente,CI mini Era C A dente,Ciminiera;cadente,Ciminiera cadente
744,stiva,VA stiva NI,Vasti;vani,Vasti vani
745,fa;si;per;do;re,fa R si per do N A re,Farsi;perdonare,Farsi perdonare
746,orma;nodi;stie,F orma nodi N A stie,Formano;dinastie,Formano dinastie
747,in;postini;tini,in D IS postini PO tini,Indisposti;nipotini,Indisposti nipotini
748,musi;ace;stia,musi C ace LE stia LE,Musica;celestiale,Musica celestiale
749,netto;ciocco;tini,U netto DI ciocco LA tini,Un;etto;di;cioccolatini,Un etto di cioccolatini
750,stoini;mi;ile,G U stoini mi T A B ile,Gusto;inimitabile,Gusto inimitabile
751,ambi;semi,ambi ZI O semi R E,Ambiziose;mire,Ambiziose mire
752,starne;raggi,R E starne I P A raggi,Restar;nei;paraggi,Restar nei paraggi
753,pia;arpe;pero,pia N T arpe pero NI,Piantar;peperoni,Piantar peperoni
754,acceso;denti;diga;colo,F acceso RRI denti diga I colo NI,Facce;sorridenti;di;gai;coloni,Facce sorridenti di gai coloni
755,poli;avo,poli T I C avo,Politicavo;vivo,Politicavo vivo
756,Cam;mina;ras;sai,Cam mina ras sai,Camminar;assai,Camminar assai
757,perle;si,S A perle si TO,Saper;l;esito,Saper l'esito
758,in;testa;in,F in testa TU in E,Finte;statuine,Finte statuine
759,il;lo;la;ara,P il lo la A M ara,Pilola;amara,Pilola amara
760,tori;mici;cani,A T tori C O mici TO S cani,Attori;comici;toscani,Attori comici toscani
761,ara;remi,G ara CO N P remi,Gara;con;premi,Gara con premi
762,avi;memorie,G R avi SSI memorie,Gravissime;morie,Gravissime morie
763,balle;nana;tana,balle R I nana PO LE tana,Ballerina;napoletana,Ballerina napoletana
764,oste;ambi;teda;arti;re,C oste L ambi teda LM arti R re NO,Coste;lambite;dal;mar;tierno,Coste lambite dal mar tierno
765,Po;cipresso;chele;nati,Po R TI cipresso chele S IO nati,Portici;pressoché;lesionati,Portici pressoché lesionati
766,peri;ode;astori,peri O D ode LL astori A,Periodo;della;storia,Periodo della storia
767,ori;tali;tino,"ori EN, tali S tino TI",Orientalisti;noti,Orientalisti noti
768,para;ossa;dea,para D ossa L EI dea,Paradossale;idea,Paradossale idea
769,note;oli;re,note V oli O PE re,Notevoli;opere,Notevoli opere
770,unti;dosi,unti M I dosi,Un;timido;sì,Un timido sì
771,re;divi;via;mori,re divi via mori,Redivivi;amori,Redivivi amori
772,don;nero;tic,don nero MAN tic HE,Donne;romantiche,Donne romantiche
773,mi;zio;re;conti,mi N U zio SI re SO conti,Minuziosi;resoconti,Minuziosi resoconti
774,gilet;avo;gente,PU gilet R avo L gente,Pugile;travolgente,Pugile travolgente
775,medi;aspo;Iva,medi CI N aspo RT Iva,Medicina;sportiva,Medicina sportiva
776,nido;ode;Era;azze,U nido L ode LL Era G azze,Un;idolo;delle;ragazze,Un idolo delle ragazze
777,lame;odi;Erato,lame N T odi S P Erato,Lamento;disperato,Lamento disperato
778,barca;re,RU barca P re,Rubar;capre,Rubar capre
779,riga;oli;disco,riga G N oli disco LO,Rigagnoli;di;scolo,Rigagnoli di scolo
780,Ra;Nilo,ST Ra Nilo OK,Strani;look,Strani look
781,orma;tele;visi,F orma T tele visi V O,Format;televisivo,Format televisivo
782,arma;cero,arma DiO DA cero,Armadio;d;acero,Armadio d'acero
783,Ra;note;api;tino,P Ra note R api S tino TI,Pronoterapisti;noti,Pronoterapisti noti
784,corda;ape;fetta,CON corda NZ ape R fetta,Concordanza;perfetta,Concordanza perfetta
785,la;Roma;est,la L BE Roma est RO,L;albero;maestro,L'albero maestro
786,capostazione,UNI capostazione,Unica;postazione,Unica postazione
787,veri;nani;mota;eco;sette;dadi,A veri nani mota N T eco sette dadi RE,Aver;in;animo;tante;cosette;da;dire,Aver in animo tante cosette da dire
788,assi;perla;esca,P assi ONE perla P esca,Passione;per;la;pesca,Passione per la pesca
789,chiama;musi;caro,chiama L A musi caro CK,Chi;ama;la;musica;rock,Chi ama la musica rock
790,pini;nei;sola,O pini O nei sola TA,Opinione;isolata,Opinione isolata
791,lega;teso;re,E lega N teso I re E,Elegante;sorie,Elegante sorie
792,rea;palla;di;avi;bar;bar;mas;rea;palla;bar;bar;mas,AND rea palla di O L avi L LA bar bar OA mas ER,Andrea;Palladio;La;Villa;Barbaro;a;Maser;Andrea;Palladio;La;Villa;Barbaro;a;Maser,Andrea Palladio: La Villa Barbaro a Maser
793,asso;negra,C asso negra NDE,Cassone;grande,Cassone grande
794,narice;cala;ori;aedi;Cile,U narice R cala B ori O S aedi FFI Cile,Una;ricerca;laboriosa;e;difficile,Una ricerca laboriosa e difficile
795,usto;oca;amaretti,G usto S oca L amaretti,Gustoso;calamaretti,Gustoso calamaretti
796,intimorito;paga,intimorito paga NO,Intimo;rito;pagano,Intimo rito pagano
797,leva;topi,E leva topi CCO,Elevato;picco,Elevato picco
798,Po;Aladino,Po E T Aladino,Poeta;ladino,Poeta ladino
799,agente;Mida;amo;dischi,L agente TI Mida H amo dischi VI,La;gente;timida;ha;modi;schivi,La gente timida ha modi schivi
800,padella;Qua,COP padella C Qua,Coppa;dell;acqua,Coppa dell'acqua
801,pesa;fra;nata,S pesa fra Z I O nata,Spesa;frazionata,Spesa frazionata
802,nari;colle;mento,B I nari DI colle GA mento,Binari;di;collegamento,Binari di collegamento
803,remi;oca;pie,P remi oca M pie L LO,Premio;campiello,Premio campiello
804,musi;ara,musi C ara P,Musica;rap,Musica rap
805,dito;ree;gente,E dito ree S I gente,Editore;esigente,Editore esigente
806,nero;cacio;ara,U nero I cacio CI ara,Un;eroica;ciociara,Un'eroica ciociara
807,unti;copia;ore;tino,unti P I copia T T ore A tino,Un;tipico;piatto;reatino,Un tipico piatto reatino
808,mora;Alpi;ante;nodi;nave;chiavi,DI mora R E Alpi ante RR E nodi U nave C chiavi L L A,Dimorare;al;pianterreno;di;una;vecchia;villa,Dimorare al pianterreno di una vecchia villa
809,pera;nato,PE pera FFI nato,Pepe;raffinato,Pepe raffinato
810,pera;zana;costa,S pera N zana S costa,Speranza;nascosta,Speranza nascosta
811,rospi;ami;scola,MI C rospi ami N U scola,Microspia;minuscola,Microspia minuscola
812,ambi;ode;Teti,SC ambi ode P I Teti,Scambio;d;epiteti,Scambio d'epiteti
813,more;epa;ava;nodi;ari;asso,A more epa Z ZI ava N nodi P ari P asso,Amore;è;pazzia;vanno;di;pari;passo,Amore è pazzia vanno di pari passo
814,son;estive;di;ori,DI son estive N di T ori,Disonesti;venditori,Disonesti venditori
815,tori;oca;minori;in,S tori C oca minori T in TO,Storico;camino;ritinto,Storico camino ritinto
816,ari;Adige;re,P ari T Adige NE re,Parità;di;genere,Parità di genere
817,arpe;are,F arpe N are,Far;penare,Far penare
818,pia;refe;onde,pia N U refe C onde,Pianure;feconde,Pianure feconde
819,oste;nere;Napoli;cane;tra,S oste nere U Napoli TI cane U tra L E,Sostenere;una;politica;neutrale,Sostenere una politica neutrale
820,estere;su;Ero,estere AS su Ero,Ester;e;assuero,Ester e assuero
821,Isar;Isar,Isar T Isar DI,I;sarti;sardi,I sarti sardi
822,alare;arca;ari,alare LA B arca ari VA,Alare;la;barca;a;riva,Alare la barca a riva
823,medico;rada,NO medico NT rada,Nome;di;contrada,Nome di contrada
824,Ra;dio;sei;dee;ali;Ate,G Ra N dio sei dee R E ali Z Z Ate,Grandiose;idee;realizzate,Grandiose idee realizzate
825,seri;aste,C O seri M aste,Cose;rimaste,Cose rimaste
826,Leda;Eros,Leda LI Eros A,Le;dalie;rosa,Le dalie rosa
827,vino;mento,DI vino MO mento,Divino;momento,Divino momento
828,ago;nidi;rima;asse,V ago nidi P rima C L asse,Vagoni;di;prima;classe,Vagoni di prima classe
829,Pan;ami;cavi,Pan O R ami cavi S TA,Panoramica;vista,Panoramica vista
830,fermi;ramo;lesta;adagio;va;ferme,I N fermi E ramo lesta T adagio va N II N ferme,Infermiera;molestata;da;giovani;inferme,Infermiera molestata da giovani inferme
831,rade;Licata,CIF rade C UP Licata,Cifra;decuplicata,Cifra decuplicata
832,fa;ore;porte,fa M O S ore porte R,Famoso;reporter,Famoso reporter
833,odi;razzi;ali,odi razzi ali,Odi;razziali,Odi razziali
834,nano;epe;osa,U nano TT epe N osa,Una;notte;penosa,Una notte penosa
835,conte;brado;conte;brado;conte;brado;conte;brado,conte M brado LIO,Con;tem;bradol;i;olio;Con;tem;bradol;i;olio;Con;tem;bradol;i;olio,Con tem bradol i' olio
836,ree;radi;asso,F ree ZE radi NC asso,Freezer;ad;incasso,Freezer ad incasso
837,are;chiesa;mi;tori,A PP are C chiesa mi N A tori,Apparecchi;esaminatori,Apparecchi esaminatori
838,verga;ratti,verga ratti,Vergar;atti,Vergar atti
839,modella,RA modella GO,Ramo;del;lago,Ramo del lago
840,al;bar;amata,al bar amata,Alba;ramata,Alba ramata
841,siepi;letti,CR I siepi letti C A,Crisi;epilettica,Crisi epilettica
842,picco;oca;etto,picco L oca S S etto,Piccolo;cassetto,Piccolo cassetto
843,est;remo;Todi;fuso,M est IE remo L Todi F fuso,Mestiere;molto;diffuso,Mestiere molto diffuso
844,resta;ossa;diga,C resta R ossa diga LLO,Cresta;rossa;di;gallo,Cresta rossa di gallo
845,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;momento;di;sconforto,Triste momento di sconforto
846,assi;neve;rame;tese;ali;mi,P assi O neve rame N tese N Z ali mi TI,Passione;veramente;senza;limiti,Passione veramente senza limiti
847,ventaglio;ila;ore,PA ventaglio D ila M ore,Paventa;gli;odi;l;amore,Paventa gli odi l'amore
848,in;odi;etto,in V I odi R etto,Invio;diretto,Invio diretto
849,aglio;ripa;menti,SC aglio NA ripa G A menti,Scaglionar;i;pagamenti,Scaglionar i pagamenti
850,cassa;Ci;liane,cassa TE S I Ci liane,Cassate;siciliane,Cassate siciliane
851,musi;are;Gaeta;tori;tuta,musi C are G Gaeta N tori P E tuta,Musica;reggae;tanto;ripetuta,Musica reggae tanto ripetuta
852,corni;Eros,corni C Eros SA,Cornice;rossa,Cornice rossa
853,legge;ras;dita,legge ras O R dita,Leggera;sordità,Leggera sordità
854,rami;Caco;ora,CE rami Caco L ora TA,Ceramica;colorata,Ceramica colorata
855,tine;colo;sta,SI tine colo G I sta,Sit;in;ecologista,Sit-in ecologista
856,sette;massoni,sette massoni C H E,Sette;massoniche,Sette massoniche
857,more;mori;nera;more,L A more CH E mori NO nera A more,L;amore;che;morì;non;era;amore,L'amore che morì non era amore
858,unno;asola;ante,unno T OC asola M P ante,Un;noto;caso;lampante,Un noto caso lampante
859,papera;alati,ZUP papera MM alati,Zuppa;per;ammalati,Zuppa per ammalati
860,recisi;cere,P recisi N cere,Preci;sincere,Preci sincere
861,sta;in;bus;abile,sta R in bus ON T abile,Star;inbusontabile,Star inbusontabile
862,ape;versi;anello;osa;menta,L ape R versi T anello DI osa LI menta,La;perversità;nell;odio;s;alimenta,La perversità nell'odio s'alimenta
863,lente;di;mora,SI lente di mora,Silente;dimora,Silente dimora
864,riso;oca;che,IR riso RI oca che T,Irrisorio;cachet,Irrisorio cachet
865,Cilea;la,DO Cilea la NO,Docile;alano,Docile alano
866,oste;rete;ori,S oste NE rete ori E,Sostenere;teorie,Sostenere teorie
867,assieme;chini;Opi,B assieme S chini SC Opi,Bassi;e;meschini;scopi,Bassi e meschini scopi
868,cinico;odi,CUS cinico M odi,Cuscini;comodi,Cuscini comodi
869,nano;adipe;dente,U nano T adipe N dente,Una;nota;dipendente,Una nota dipendente
870,Tosca;ante,MO Tosca T T ante,Moto;scattante,Moto scattante
871,orsa;anca;are,B orsa BI anca are T E,Borsa;bianca;a;rete,Borsa bianca a rete
872,alci;re;are,C alci A re are T E,Calciare;a;rete,Calciare a rete
873,con;sta;orca;alano,con QUI sta D orca T alano,Conquistador;catalano,Conquistador catalano
874,ave;rea;cerri;mine;mici,ave rea cerri mine mici,Avere;acerrimi;nemici,Avere acerrimi nemici
875,olle;pali,B olle PA pali,Bolle;papali,Bolle papali
876,mas;cargo,mas TI cargo MMA,Masticar;gomma,Masticar gomma
877,agli;gare;va;dado;menta;ione,agli gare va LI dado C U menta Z ione,Agigliare;valida;documentazione,Agigliare valida documentazione
878,fa;Torino;anca,fa T Torino D IB anca,Fattorino;di;banca,Fattorino di banca
879,ode;arti;anni,SP ode ST arti R anni,Spodestar;tiranni,Spodestar tiranni
880,ali;dei;tesi,V ali dei P O tesi,Valide;ipotesi,Valide ipotesi
881,arto;nei,F arto R nei,Far;tornei,Far tornei
882,angelo;redi;nave;agli;gora,FR angelo G O redi U nave S T agli ALO gora,Frange;logore;di;una;vestaglia;logora,Frange logore di una vestaglia logora
883,odi;ceci;ile;lato,C odi ceci V ile V I O lato,Codice;civile;violato,Codice civile violato
884,chino;ascia;anno;refe;ara,chino NS IL ascia anno IA refe LI C ES ara,Chi;non;si;lascia;annoiare;felice;sarà,Chi non si lascia annoiare felice sarà
885,piega;testa;Giona,IM piega testa Giona LI,Impiegate;stagionali,Impiegate stagionali
886,star;nei;zio,star SE nei N O zio,Starsene;in;ozio,Starsene in ozio
887,mantide;larice;capro;onda,A mantide L larice R capro F onda,Amanti;della;ricerca;profonda,Amanti della ricerca profonda
888,lega;Ti;mani,lega Ti R O mani,Legati;romani,Legati romani
889,cala;remo,S cala remo NTI,Scalare;monti,Scalare monti
890,edicola,NOC edicola,Noce;di;cola,Noce di cola
891,musi;ori;letto,musi C ori G O letto,Musico;rigoletto,Musico rigoletto
892,antico;re;animali;coni,C antico re animali N coni C I,Canti;coreani;malinconici,Canti coreani malinconici
893,ore;ore;lista,ATT ore NE ore A lista,Attore;neorealista,Attore neorealista
894,gru;pila,gru P pila ICI,Gruppi;laici,Gruppi laici
895,con;tosa;re;ami,con FO R tosa DA re L ami C O,Conforto;sa;dare;l;amico,Conforto sa dare l'amico
896,viola;fa;bacca,viola F fa RA: bacca RA,Violaffa;r;abaccara,Violaffa r abaccara
897,mani;di;bronzi,mani G O L di S bronzi,Manigoldi;sbronzi,Manigoldi sbronzi
898,nume;seno;ed;anche,nume RO seno T ed IB anche,Numerose;note;di;banche,Numerose note di banche
899,re;ilare;ali,T re M ilare G ali,Tremila;regali,Tremila regali
900,Ti;Pisa;la;Ci,Ti Pisa la Ci,Tipi;salaci,Tipi salaci
901,Lazio;neri;est,DI Lazio neri CHI est A,Dilazione;richiesta,Dilazione richiesta
902,Tanaro;manti,GI Tanaro manti C A,Gitana;romantica,Gitana romantica
903,Po;sub;ante,TI Po E sub ER ante,Tipo;esuberante,Tipo esuberante
904,semina;osa,FR A semina CCI osa,Frase;minacciosa,Frase minacciosa
905,are;est;agli;ami,F are F est A agli ami C I,Fare;festa;agli;amici,Fare festa agli amici
906,medi;tori;cono;mento,I M medi A tori cono S CI mento,Immediato;riconoscimento,Immediato riconoscimento
907,stadi;treno,L I stadi treno MI,Lista;di;tre;nomi,Lista di tre nomi
908,ambi;teso;do,ambi EN teso RD I do,Ambiente;sordido,Ambiente sordido
909,ave;scola,BR ave scola RE,Brave;scolare,Brave scolare
910,risma;Ticino,CA risma Ticino MI,Carismatici;nomi,Carismatici nomi
911,testa;re;viole;zaino;mani;stazione,CON testa re LA viole N zaino G NI mani FE stazione,Contestare;la;violenza;in;ogni;manifestazione,Contestare la violenza in ogni manifestazione
912,Ciad;navi;getto,S Ciad U navi O getto,Scia;d;un;aviogetto,Scia d'un aviogetto
913,pia;con;carico;ad;va,AM pia con carico LM ad U va,Ampia;conca;ricolma;d;uva,Ampia conca ricolma d'uva
914,sponde;mogio,RI sponde RE mogio,Rispondere;m;ogio,Rispondere m ogio
915,unto;odi;Tito,unto N odi VE R Tito,Un;tono;divertito,Un tono divertito
916,fico;Ares;pira;ori,DIF fico LT Ares pira T ori E,Difficoltà;respiratorie,Difficoltà respiratorie
917,rei;ali;nodi;ambi;negre,PAD rei T ali A nodi B ambi negre CHE,Padre;italiano;di;bambine;greche,Padre italiano di bambine greche
918,Portofino;rane;Ati,RAP Portofino rane G Ati VO,Rapporto;finora;negativo,Rapporto finora negativo
919,trave;Ares;re;tegole,AT trave RS Ares T re T tegole,Attraversare;strette;gole,Attraversare strette gole
920,are;iris;petto,P are NT iris petto SI,Parenti;rispettosi,Parenti rispettosi
921,su;libri;anni,E su libri T anni C I,Esuli;britannici,Esuli britannici
922,avo;iris;armi,GR avo S iris P armi,Gravosi;risparmi,Gravosi risparmi
923,ras;Cina;tee;pio,T ras Cina N tee SE M pio,Trascinante;esempio,Trascinante esempio
924,ile;remi;chele;rogo,R ile G GE remi chele S T rogo FF,Rileggeri;michele;Strogoff,Rileggeri michele Strogoff
925,su;redo;rose,MI su redo LO rose,Misure;dolorose,Misure dolorose
926,vita;Ebe,LA vita Ebe LLA,La;vita;è;bella,La vita è bella
927,batteria;filo;cocchi,batteria filo cocchi,Batteri;afrocoocchi,Batteri afrocoocchi
928,si;ora;ante,A si N ora G L I ante,Asino;ragliante,Asino ragliante
929,in;cieco;mici,in CIU cieco N O mici,Inciuci;economici,Inciuci economici
